location,location_id,gtfs_stop_name,stop_lat,stop_lon,match_type,route
DON MILLS AND SENECA,12258,Don Mills Rd at Seneca Hill Dr,43.790161,-79.353964,MATCHED_INTERSECTION,25
DN MILLS AND GRAYDON H,12482,,,,NO_STREET_MATCH,25
EGLINTON ANF DON MILLS STATION,12496,Don Mills,43.775547,-79.346588,MATCHED_FACILITY,25
BRAHMS,12588,,,,NO_STREET_MATCH,25
MARBLEMOUNT CRES,12667,,,,NO_STREET_MATCH,25
DON MILLS STATION RAMP DON,12708,Don Mills,43.775547,-79.346588,MATCHED_FACILITY,25
CONNOR AND HASSARD,12741,,,,NO_STREET_MATCH,25
FRESHMEADO AND TOWSEND,12869,Townsend Rd at Freshmeadow Dr,43.810118,-79.356868,MATCHED_ROUTE,25
BROADVIEW AND FULTON A,12878,,,,NO_STREET_MATCH,25
DON MILLS STATION BUS,12959,Don Mills,43.775547,-79.346588,MATCHED_FACILITY,25
DON MILLS STATION THE ENT,13028,Don Mills,43.775547,-79.346588,MATCHED_FACILITY,25
CLIFFWO AND DON MILLS,13198,Don Mills Rd at Cliffwood Rd (North),43.806959,-79.356619,MATCHED_INTERSECTION,25
MORGAN AND OVERLEA,13210,Overlea Blvd at William Morgan Dr,43.707837,-79.341551,MATCHED_INTERSECTION,25
PAXTON AND ST CLAIR,13293,,,,NO_STREET_MATCH,25
BLOOR AND TED ROGERS,13378,,,,NO_STREET_MATCH,25
OVERLEA AND THONCLIFFE,13494,,,,NO_STREET_MATCH,25
DON MILLS STATION AND HAVENBROOK,13604,Don Mills Rd at Havenbrook Blvd,43.769772,-79.346695,MATCHED_INTERSECTION,25
FENELON AND GRAYDON H,13634,,,,NO_STREET_MATCH,25
BROADVIEW STATION AND PRETORIA,13653,Broadview Ave at Pretoria Ave,43.678521,-79.358476,MATCHED_INTERSECTION,25
BROADVIEW AND OCONNOR,13727,,,,NO_STREET_MATCH,25
GOWAN AND PAPE STATION,13739,,,,NO_STREET_MATCH,25
MILLW AND OVERLEA,13765,Millwood Rd at Overlea Blvd South Side,43.701557,-79.352492,MATCHED_INTERSECTION,25
E AND OVERLEA,13816,,,,NO_STREET_MATCH,25
BLOOR AND HAVELOCK,13843,Bloor St West at Havelock St,43.66057,-79.432314,MATCHED_STOP_ONLY,25
DON AND FRESHMEADOW,13965,Freshmeadow Dr at Don Mills Rd,43.809241,-79.358694,MATCHED_INTERSECTION,25
EGLINTON AND YONGE E,14039,Eglinton Ave W at Yonge St,43.706643,-79.398574,MATCHED_STOP_ONLY,25
DON MILLS AND DUNCAN,14397,Don Mills Rd at Duncan Mill Rd South Side,43.761374,-79.34741,MATCHED_INTERSECTION,25
401 AND DON MILLS,14561,,,,NO_STREET_MATCH,25
LEBOVIC ACE,14623,,,,NO_STREET_MATCH,25
DON AND FRESH MEADOW,14663,,,,NO_STREET_MATCH,25
PAPE AND TORREN,14806,Pape Ave at Torrens Ave North Side,43.691684,-79.349574,MATCHED_STOP_ONLY,25
DON MILLS AND ST DE,14846,Don Mills Rd at St Dennis Dr - Ontario Science Centre,43.716388,-79.33703,MATCHED_INTERSECTION,25
DONMIL AND FRESHMEADOW,14931,,,,NO_STREET_MATCH,25
NEW EGLINTON GARAGE,14952,Eglinton,43.70525,-79.398392,MATCHED_FACILITY,25
DON MILLS AND YORK,15145,Don Mills Rd at York Mills Rd South Side,43.75526,-79.347225,MATCHED_INTERSECTION,25
FREASHMEA AND TOWNSEND,15189,,,,NO_STREET_MATCH,25
DON MILLS AND EASTERBR,15238,,,,NO_STREET_MATCH,25
DON MILLS AND ST,15259,,,,NO_STREET_MATCH,25
DON MILLS AND ESTER,15339,Don Mills Rd at Esterbrooke Ave,43.779239,-79.348996,MATCHED_INTERSECTION,25
BETH NEALS AND OVERLEA,15386,,,,NO_STREET_MATCH,25
DON MILLS AND YORK MILLS STATION,15392,Don Mills Rd at York Mills Rd South Side,43.75526,-79.347225,MATCHED_INTERSECTION,25
DON MILLS AND EGLIN,15654,Don Mills Rd at Eglinton Ave East,43.720271,-79.338737,MATCHED_INTERSECTION,25
PAPE AND WOODVILLE,15850,,,,NO_STREET_MATCH,25
FRESHME AND TOWNSEND,15946,Townsend Rd at Freshmeadow Dr,43.810118,-79.356868,MATCHED_INTERSECTION,25
PAPE AND SELRICK,15968,,,,NO_STREET_MATCH,25
DON MILLS AND PREMIER D,16021,Don Mills Rd at Premier Davis Blvd - Seneca College,43.796264,-79.355054,MATCHED_INTERSECTION,25
OVERLEA AND PAPE STATION,16023,,,,NO_STREET_MATCH,25
COMSTOCK SCARBO,16061,,,,NO_STREET_MATCH,25
CHIPPIN AND DON MILLS,16065,Don Mills Rd at Chipping Rd,43.744827,-79.345629,MATCHED_INTERSECTION,25
DON AND FRESH MEADOWS,16280,,,,NO_STREET_MATCH,25
DUNCAN MILL,16633,,,,NO_STREET_MATCH,25
DON MILLS AND FARMC,16795,Don Mills Rd at Farmcote Rd North Side,43.74814,-79.346186,MATCHED_INTERSECTION,25
DON MILLS AND HAVEN,16862,Don Mills Rd at Havenbrook Blvd,43.769772,-79.346695,MATCHED_INTERSECTION,25
DON MILLS AND GREEN,16879,Don Mills Rd at Barber Greene Rd South Side,43.727242,-79.340888,MATCHED_INTERSECTION,25
QMG6 8P,16986,,,,NO_STREET_MATCH,25
CLOCK AND DON MILLS,17043,Don Mills Rd at Clock Tower Rd,43.734675,-79.342942,MATCHED_INTERSECTION,25
FRESHMEAD AND TOWNSENT,17125,,,,NO_STREET_MATCH,25
PAPE STATION STATON,17223,Pape,43.680149,-79.344788,MATCHED_FACILITY,25
PAPE AND SELKRIK,17266,Pape Ave at Selkirk St,43.68208,-79.345945,MATCHED_STOP_ONLY,25
DON M AND FREASHMEADOW,17271,,,,NO_STREET_MATCH,25
OVERLEA AND THRON,17294,,,,NO_STREET_MATCH,25
DON MILLS AND HEAVENBO,17335,,,,NO_STREET_MATCH,25
DON MILLS AND HAZENBRO,17497,,,,NO_STREET_MATCH,25
PAPE STATION 1125 1,17633,Pape,43.680149,-79.344788,MATCHED_FACILITY,25
PAPE STATION SATION,17668,Pape,43.680149,-79.344788,MATCHED_FACILITY,25
DON M AND FRESHMEADOWN,17669,,,,NO_STREET_MATCH,25
DON MILLS AND GOD STONE,18007,Don Mills Rd at Godstone Rd,43.782682,-79.348922,MATCHED_ROUTE,25
DON AND FREASH MEADOW,18050,,,,NO_STREET_MATCH,25
DON MILLS STATION ANF DUNCAN M,18062,Don Mills,43.775547,-79.346588,MATCHED_FACILITY,25
MILLWOOD BRIDGE AND PA,18150,,,,NO_STREET_MATCH,25
LIPTON OUTSIDE OF,18187,,,,NO_STREET_MATCH,25
BAMBURGH CIRCLE AND SH,18194,,,,NO_STREET_MATCH,25
DON MILLS AND PARKWAT,18417,,,,NO_STREET_MATCH,25
THORNCLIFFE PARK CIRCL,18530,,,,NO_STREET_MATCH,25
DON MILLS STATION AND HELEN LU,18657,Don Mills Rd at Helen Lu Rd,43.772591,-79.346477,MATCHED_INTERSECTION,25
VALL AND YORK MILLS,18660,,,,NO_STREET_MATCH,25
CONNOR AND LAN,18661,,,,NO_STREET_MATCH,25
DOM MILLS AND OVERLEA,18732,,,,NO_STREET_MATCH,25
DON MILLS AND LEBOVIC,18876,,,,NO_STREET_MATCH,25
STEELES AND TOWSEND,18952,Townsend Rd at Steeles Ave East South Side,43.811061,-79.357307,MATCHED_ROUTE,25
DON MILLS AND FREASHME,19034,,,,NO_STREET_MATCH,25
PEPE STATION,19063,,,,NO_STREET_MATCH,25
LOFTY HILLWAY,19092,,,,NO_STREET_MATCH,25
DON MILLS STATION AND FINCH STATION E,19101,Don Mills Rd at Finch Ave East,43.792867,-79.355008,MATCHED_INTERSECTION,25
DON MILLS AND ROCHFORT,19163,,,,NO_STREET_MATCH,25
PAPE STATION STAION,19177,Pape,43.680149,-79.344788,MATCHED_FACILITY,25
DON MILLS STATION WYNFORD,19215,Don Mills,43.775547,-79.346588,MATCHED_FACILITY,25
DON MILLS AND PEBBLE B,19258,Don Mills Rd at Pebble Byway,43.802517,-79.353511,MATCHED_INTERSECTION,25
DON MILL AND FESHMEADOW,19275,Freshmeadow Dr at Don Mills Rd,43.809241,-79.358694,MATCHED_ROUTE,25
DVP RAMP AND STEELES,19350,,,,NO_STREET_MATCH,25
DON MILLS AND FAIREVIE,19378,,,,NO_STREET_MATCH,25
DON MILLS AND ESTERBROO,19480,Don Mills Rd at Esterbrooke Ave,43.779239,-79.348996,MATCHED_INTERSECTION,25
CLIFWOOD AND DON MILLS,19533,Don Mills Rd at Cliffwood Rd (South) North Side,43.805381,-79.354928,MATCHED_ROUTE,25
DON MILLS AND SENECA HI,19577,Don Mills Rd at Seneca Hill Dr,43.790161,-79.353964,MATCHED_INTERSECTION,25
FRESHMEADOW AND TOWNSE,19636,Townsend Rd at Freshmeadow Dr,43.810118,-79.356868,MATCHED_INTERSECTION,25
FRESHMEADOW AND PAPE,19702,,,,NO_STREET_MATCH,25
AGA KHAN AND DON MILLS,19841,,,,NO_STREET_MATCH,25
DON MILLS AND HELENLU,19904,Don Mills Rd at Helen Lu Rd,43.772591,-79.346477,MATCHED_ROUTE,25
DON MILLS AND GRE,19909,Don Mills Rd at Barber Greene Rd South Side,43.727242,-79.340888,MATCHED_INTERSECTION,25
WARDEN STATION,1,Warden,43.711647,-79.279587,MATCHED_FACILITY,29
PIONEER VILLAGE STATION STATIO,11,Pioneer Village,43.777027,-79.509743,MATCHED_FACILITY,29
BLOOR AND DUFFERIN,21,Dufferin St at Bloor St West - Dufferin Station,43.659958,-79.435506,MATCHED_INTERSECTION,29
KEELE STATION,25,Keele St at Bloor St West - Keele Station,43.655485,-79.460098,MATCHED_FACILITY,29
EGLINTON STATION,39,Yonge St at Eglinton Ave East North Side - Eglinton Station,43.707916,-79.398471,MATCHED_FACILITY,29
VICTORIA PARK STATION,53,Victoria Park Ave at Victoria Park Station,43.694409,-79.289812,MATCHED_FACILITY,29
SPRINGHURST LOOP,54,Rouge Hill Go Station Loop at Lawrence Ave East,43.780719,-79.130474,MATCHED_FACILITY,29
REI AND WILSON STATION HEIGHTS,68,,,,NO_STREET_MATCH,29
YORK MILLS STATION,75,Yonge St at Wilson Ave - York Mills Station,43.74429,-79.406957,MATCHED_FACILITY,29
JANE AND LAWRENCE STATION,77,Lawrence Ave West at Jane St,43.702738,-79.504198,MATCHED_STOP_ONLY,29
YORKDALE STATION,78,Ranee Ave at Varna Dr - Yorkdale Station,43.723727,-79.446059,MATCHED_FACILITY,29
WILSON STATION,86,Wilson,43.734547,-79.45079,MATCHED_FACILITY,29
DUFFERIN STATION AND FINCH,105,Finch Ave West at Dufferin St,43.769131,-79.466342,MATCHED_STOP_ONLY,29
DUFFERIN AND DUNDAS STATION,107,Dufferin St at Dundas St West,43.649459,-79.431252,MATCHED_INTERSECTION,29
MEADOWVALE AND SHEPPARD,116,Meadowvale Rd at Sheppard Ave East,43.808582,-79.171055,MATCHED_STOP_ONLY,29
DUFFERIN AND EGLINTON,141,Dufferin St at Eglinton Ave West,43.695556,-79.450105,MATCHED_INTERSECTION,29
STEELES AND YONGE,142,Yonge St at Steeles Ave West South Side,43.79729,-79.42005,MATCHED_STOP_ONLY,29
SHEPPARD W STATION,149,Sheppard Ave West at Dufferin St - Sheppard West Station,43.750543,-79.462607,MATCHED_FACILITY,29
DUFFERIN AND GLENGROVE,177,Dufferin St at Glengrove Ave,43.70891,-79.453464,MATCHED_INTERSECTION,29
BATHURST STATION AND WILSON,188,Wilson Ave at Bathurst St East Side,43.737304,-79.433226,MATCHED_STOP_ONLY,29
DUFFERIN STATION GATE LOOP,192,Dufferin Gate Loop,43.634401,-79.425872,MATCHED_FACILITY,29
ROGERS AND WESTON,214,Weston Rd at Rogers Rd North Side,43.682025,-79.477086,MATCHED_STOP_ONLY,29
PRINCESS GATE,217,,,,NO_STREET_MATCH,29
STEELES LOOP,221,Rouge Hill Go Station Loop at Lawrence Ave East,43.780719,-79.130474,MATCHED_FACILITY,29
QUEEN STATION QUAY AND YONGE,222,Yonge St at Queen St West - Queen Station,43.65251,-79.379408,MATCHED_STOP_ONLY,29
WILSON STATION GARAGE,226,Wilson,43.734547,-79.45079,MATCHED_FACILITY,29
YONGE,258,,,,NO_STREET_MATCH,29
DUFFERIN AND LAWRENCE STATION,272,Dufferin St at Lawrence Ave West North Side,43.714493,-79.454638,MATCHED_INTERSECTION,29
DUFFERIN AND SPRINGHUR,282,Dufferin St at Springhurst Ave,43.635014,-79.425934,MATCHED_INTERSECTION,29
BATHURST AND WILSON STATION,285,Wilson Ave at Bathurst St East Side,43.737304,-79.433226,MATCHED_STOP_ONLY,29
BOWIE AND DUFFERIN,293,Dufferin St at Bowie Ave,43.698016,-79.451269,MATCHED_INTERSECTION,29
DUFFERIN AND WILSON STATION,298,Dufferin St at Wilson Ave,43.731811,-79.458665,MATCHED_INTERSECTION,29
BATHURST AND DUPONT STATION,302,Bathurst St at Dupont St,43.673241,-79.414496,MATCHED_STOP_ONLY,29
DAVENPORT AND DUFFERIN,311,Dufferin St at Davenport Rd North Side,43.673383,-79.441066,MATCHED_INTERSECTION,29
ANNETTE AND DUNDAS,318,Dundas St West at Annette St,43.664503,-79.459097,MATCHED_STOP_ONLY,29
CALEDONIA AND LAWRENCE,330,Lawrence Ave West at Caledonia Rd East Side,43.711461,-79.466098,MATCHED_STOP_ONLY,29
TRANSIT AND WILSON STATION,336,Wilson Ave at Transit Rd West Side,43.733336,-79.453577,MATCHED_INTERSECTION,29
UNKNOWN,344,,,,NO_STREET_MATCH,29
CULFORD AND LAWRENCE,361,Lawrence Ave West at Culford Rd East Side,43.706314,-79.487335,MATCHED_STOP_ONLY,29
ELLESMERE STATION AND MIDLAND,364,Ellesmere Rd at Midland Ave East Side,43.767989,-79.270397,MATCHED_STOP_ONLY,29
BAY STATION AND FRONT,368,Bay St at Front St West South Side - Union Station,43.645484,-79.378997,MATCHED_STOP_ONLY,29
MOUNT DENNIS GARAGE,372,Mount Dennis Garage,43.693599,-79.495302,MATCHED_FACILITY,29
MOUNT DENNIS DIVISION,381,Mount Dennis,43.688465,-79.48716,MATCHED_FACILITY,29
BLOOR AND INDIAN,393,Bloor St West at Indian Rd,43.65548,-79.456725,MATCHED_STOP_ONLY,29
EGLINTON AND,427,,,,NO_STREET_MATCH,29
KEELE AND LAWRENCE STATION,432,Lawrence Ave West at Keele St East Side,43.708821,-79.477376,MATCHED_STOP_ONLY,29
DUFFERIN AND KEYWEST,433,,,,NO_STREET_MATCH,29
INDUSTRY AND RAY,465,Industry St at Ray Ave,43.692549,-79.491473,MATCHED_STOP_ONLY,29
YONGE AND YORK MILLS STATION,472,Yonge St at York Mills Rd North Side - York Mills Station,43.744863,-79.40666,MATCHED_STOP_ONLY,29
KEELE STATION AND LAWRENCE,474,Lawrence Ave West at Keele St East Side,43.708821,-79.477376,MATCHED_STOP_ONLY,29
FINCH AND YORK GATE,549,Finch Ave West at York Gate Blvd,43.756776,-79.52119,MATCHED_STOP_ONLY,29
EGLINTON AND KEELE STATION,557,Keele St at Eglinton Ave West,43.689975,-79.474862,MATCHED_STOP_ONLY,29
DUFFERIN STATION AND WILSON,596,Dufferin St at Wilson Ave,43.731811,-79.458665,MATCHED_INTERSECTION,29
WIL AND WILSON STATION HEIGHTS,609,,,,NO_STREET_MATCH,29
DUFFERIN AND ST CLAIR STATION,622,Dufferin St at St Clair Ave West,43.677768,-79.442907,MATCHED_INTERSECTION,29
TRANSIT AND WILSON,640,Wilson Ave at Transit Rd West Side,43.733336,-79.453577,MATCHED_INTERSECTION,29
DUFFERIN AND ROGERS,642,Dufferin St at Rogers Rd,43.685461,-79.445973,MATCHED_INTERSECTION,29
BLOOR AND YONGE,655,Yonge St at Bloor St West - Bloor Station,43.670441,-79.386954,MATCHED_STOP_ONLY,29
ONTARIO AND PRINCES,662,,,,NO_STREET_MATCH,29
EXHIBITION LOOP,675,Exhibition Loop,43.635874,-79.417054,MATCHED_FACILITY,29
WILSON STATION UPPER,682,Wilson,43.734547,-79.45079,MATCHED_FACILITY,29
FINCH STATION AND WESTON,766,Weston Rd at Finch Ave West South Side,43.751644,-79.542439,MATCHED_STOP_ONLY,29
DUFFERIN AND ROWAN,776,Dufferin St at Rowan Ave,43.692029,-79.448632,MATCHED_INTERSECTION,29
MCCORMACK AND WESTON,784,Weston Rd at McCormack St,43.677281,-79.472119,MATCHED_STOP_ONLY,29
DUFFERIN AND GLENCAIRN STATION,790,Dufferin St at Glencairn Ave,43.706896,-79.453031,MATCHED_INTERSECTION,29
LAWRENCE STATION,801,Lawrence Station,43.725178,-79.402124,MATCHED_FACILITY,29
DUFFERIN STATION KING STATION,823,Dufferin,43.660198,-79.435478,MATCHED_FACILITY,29
DUFFERIN AND HOPE,825,Dufferin St at Hope St,43.68227,-79.444697,MATCHED_INTERSECTION,29
DUFFLAW AND LAWRENCE,841,Lawrence Ave West at Dufflaw Rd,43.712892,-79.460752,MATCHED_STOP_ONLY,29
DUFFERIN AND KING STATION,846,Dufferin St at King St West,43.638781,-79.427202,MATCHED_INTERSECTION,29
KING STATION AND YONGE,853,King St West at Yonge St East Side - King Station,43.649232,-79.377256,MATCHED_STOP_ONLY,29
LESTER B PEARSON AIRP,856,,,,NO_STREET_MATCH,29
LAWRENCE STATION W,860,Lawrence Station,43.725178,-79.402124,MATCHED_FACILITY,29
SHE AND WILSON STATION HEIGHTS,874,,,,NO_STREET_MATCH,29
DUFFERIN AND JANE STATION,891,Dufferin St at Jane Osler Blvd - Yorkdale Shopping Centre,43.725083,-79.456993,MATCHED_INTERSECTION,29
DUFFERIN STATION AND STEELES,918,Steeles Ave West at Dufferin St East Side,43.787239,-79.469563,MATCHED_STOP_ONLY,29
DUFFERIN STATION AND EGLINTON,948,Dufferin St at Eglinton Ave West,43.695556,-79.450105,MATCHED_INTERSECTION,29
DUFFERIN AND SHANLY,956,Dufferin St at Shanly St,43.662856,-79.436555,MATCHED_INTERSECTION,29
OLD WESTON AND ROCKWEL,972,Old Weston Rd at Rockwell Ave,43.676463,-79.463762,MATCHED_STOP_ONLY,29
DUFFERIN AND STEELES,985,Steeles Ave West at Dufferin St East Side,43.787239,-79.469563,MATCHED_STOP_ONLY,29
KEELE AND W TORONTO,992,Keele St at West Toronto St,43.670163,-79.466669,MATCHED_STOP_ONLY,29
DUFFERIN STATION GATE,1007,Dufferin,43.660198,-79.435478,MATCHED_FACILITY,29
DUNDAS AND KEELE STATION,1026,Keele St at Dundas St West South Side,43.665088,-79.464501,MATCHED_STOP_ONLY,29
TRANSIT ROAD AND WILSON,1028,Wilson Ave at Transit Rd West Side,43.733336,-79.453577,MATCHED_ROUTE,29
DUFFERIN STATION,1035,Dufferin,43.660198,-79.435478,MATCHED_FACILITY,29
QUEEN AND SHAW,1054,Queen St West at Shaw St,43.64456,-79.416511,MATCHED_STOP_ONLY,29
LAWRENCE AND SAGE,1070,Lawrence Ave West at Sage Ave,43.712378,-79.463057,MATCHED_STOP_ONLY,29
DUFFERIN AND DUPONT STATION,1094,Dufferin St at Dupont St,43.668259,-79.438833,MATCHED_INTERSECTION,29
KING AND SHAW,1095,King St West at Shaw St,43.641309,-79.415217,MATCHED_STOP_ONLY,29
DUFFERIN STATION AND LAWRENCE,1108,Dufferin St at Lawrence Ave West North Side,43.714493,-79.454638,MATCHED_INTERSECTION,29
ATLANTIC AND LIBERTY,1116,Liberty St at Atlantic Ave,43.638372,-79.420366,MATCHED_STOP_ONLY,29
BANK AND DUFFERIN,1127,,,,NO_STREET_MATCH,29
LAKESHORE AND STRACHAN,1146,,,,NO_STREET_MATCH,29
DUFFERIN STATION LOOP,1174,Dufferin,43.660198,-79.435478,MATCHED_FACILITY,29
ALLEN AND TRANSIT,1189,,,,NO_STREET_MATCH,29
TRANSIT,1193,,,,NO_STREET_MATCH,29
PRINCESS GATES,1215,,,,NO_STREET_MATCH,29
BILLY BISHO AND WILSON,1229,Wilson Ave at Billy Bishop Way,43.733156,-79.452938,MATCHED_INTERSECTION,29
PRINCES GATE,1274,,,,NO_STREET_MATCH,29
BENTWORTH AND DUFFERIN,1292,Dufferin St at Bentworth Ave,43.721948,-79.456556,MATCHED_INTERSECTION,29
DUFFERIN AND FINCH STATION,1298,Finch Ave West at Dufferin St,43.769131,-79.466342,MATCHED_STOP_ONLY,29
DUFFERIN AND GIBSON,1326,Dufferin St at Gibson St North Side,43.690767,-79.448119,MATCHED_INTERSECTION,29
ARMSTRONG AND DUFFERIN,1335,,,,NO_STREET_MATCH,29
D AND SPRING HURST LOOP,1352,,,,NO_STREET_MATCH,29
BLOOR AND DUNDAS,1353,Dundas St West at Bloor St West,43.6561,-79.45233,MATCHED_STOP_ONLY,29
MANITOBA AND NOVA S,1358,,,,NO_STREET_MATCH,29
DUFFERIN AND SASKATCHE,1364,,,,NO_STREET_MATCH,29
DUNDAS AND STEELES,1408,,,,NO_STREET_MATCH,29
BLOOR AND DOVERCOURT,1434,Bloor St West at Dovercourt Rd,43.661237,-79.429285,MATCHED_STOP_ONLY,29
EGLINTON AND TRETHEWEY,1436,Trethewey Dr at Eglinton Ave West,43.690333,-79.475237,MATCHED_STOP_ONLY,29
BRANDON AND DUFFERIN,1444,Dufferin St at Brandon Ave,43.670324,-79.439719,MATCHED_INTERSECTION,29
DAVENPORT AND OAKWOOD,1465,Oakwood Ave at Davenport Rd,43.674783,-79.433978,MATCHED_STOP_ONLY,29
WILSON AND WILSON STATION HEIG,1497,Dufferin St at Wilson Ave,43.731811,-79.458665,MATCHED_ROUTE,29
PRINCES GATES,1518,,,,NO_STREET_MATCH,29
DANE AND DUFFERIN,1553,Dufferin St at Dane Ave,43.716083,-79.454991,MATCHED_INTERSECTION,29
DUFFERIN AND QUEEN STATION,1558,Dufferin St at Queen St West,43.642008,-79.428427,MATCHED_INTERSECTION,29
HUMBERSIDE AND KEELE,1571,Keele St at Humberside Ave,43.661716,-79.463068,MATCHED_STOP_ONLY,29
GOOD SHEP AND LAWRENCE,1593,Lawrence Ave West at Good Shepherd Crt,43.71314,-79.458605,MATCHED_STOP_ONLY,29
EMMETT AND VERONA,1599,Emmett Ave at Verona Ave,43.688587,-79.503988,MATCHED_STOP_ONLY,29
DUFFERIN AND PRINCESS,1620,,,,NO_STREET_MATCH,29
DUFFERIN AND GORDON,1643,Dufferin St at Gordon St,43.646696,-79.430224,MATCHED_INTERSECTION,29
DUFFERIN AND EVERSFIEL,1647,Dufferin St at Eversfield Rd,43.686836,-79.44654,MATCHED_INTERSECTION,29
PRINCESS GATE CANADA,1651,,,,NO_STREET_MATCH,29
CASTLEFIE AND DUFFERIN,1656,Dufferin St at Castlefield Ave,43.700622,-79.45155,MATCHED_INTERSECTION,29
CAN AND PRINCES GATES,1666,,,,NO_STREET_MATCH,29
COLLEGE STATION AND DUFFERIN,1668,Dufferin St at College St North Side,43.652873,-79.432579,MATCHED_INTERSECTION,29
DUFFERIN AND GLEN BELL,1676,,,,NO_STREET_MATCH,29
NOVA SCOT AND PRINCESS,1718,,,,NO_STREET_MATCH,29
MT DENNIS GARAGE,1745,Mount Dennis Garage,43.693599,-79.495302,MATCHED_FACILITY,29
WILSON STATION HEIGHTS,1763,Wilson Heights Blvd at Clifton Ave,43.75896,-79.463205,MATCHED_FACILITY,29
BLACK CREEK AND LAWRENCE STATION,1777,,,,NO_STREET_MATCH,29
DUFFERIN STATION AND ST CLAIR,1797,Dufferin St at St Clair Ave West,43.677768,-79.442907,MATCHED_INTERSECTION,29
NOVA SCOTIA,1826,,,,NO_STREET_MATCH,29
DUFFERIN AND HOLMESDAL,1913,Dufferin St at Holmesdale Rd,43.688777,-79.447509,MATCHED_INTERSECTION,29
BRIAR HIL AND DUFFERIN,1914,Dufferin St at Briar Hill Ave,43.702243,-79.451968,MATCHED_INTERSECTION,29
NEWF AND PRINCES,1916,,,,NO_STREET_MATCH,29
ENTIRE ROUTE,1936,,,,NO_STREET_MATCH,29
DUFFERIN STATION AND ORFUS,1972,Dufferin St at Orfus Rd,43.720389,-79.455958,MATCHED_INTERSECTION,29
DUFFERIN AND DUFFERIN STATION,1982,Dufferin St at Liberty St,43.637414,-79.426893,MATCHED_INTERSECTION,29
DUFFERIN AND SYLAN,2020,Dufferin St at Sylvan Ave North Side,43.655107,-79.433431,MATCHED_ROUTE,29
401 AND DUFFERIN,2027,,,,NO_STREET_MATCH,29
DUFFERIN AND LIBERTY,2054,Dufferin St at Liberty St,43.637414,-79.426893,MATCHED_INTERSECTION,29
ONTAR AND PRINCES,2062,,,,NO_STREET_MATCH,29
CALEDONIA AND SUMMIT,2096,Caledonia Rd at Summit Ave,43.686657,-79.459454,MATCHED_STOP_ONLY,29
BLACK CREEK AND TRETHE,2097,,,,NO_STREET_MATCH,29
WESTON,2152,,,,NO_STREET_MATCH,29
APEX AND LAWRENCE,2164,Lawrence Ave West at Apex Rd,43.713417,-79.458406,MATCHED_STOP_ONLY,29
FLEET AND STRACHAN,2269,Fleet St at Strachan Ave,43.636172,-79.410145,MATCHED_STOP_ONLY,29
AUBURN AND DUFFERIN,2289,Dufferin St at Auburn Ave,43.675421,-79.441934,MATCHED_INTERSECTION,29
BLOOR AND DUFFERIN STATION,2302,Dufferin St at Bloor St West - Dufferin Station,43.659958,-79.435506,MATCHED_INTERSECTION,29
DUFFERIN AND GEARY,2314,,,,NO_STREET_MATCH,29
BLACK CR AND TRETHEWEY,2321,,,,NO_STREET_MATCH,29
LAKESHORE AND YONGE,2327,,,,NO_STREET_MATCH,29
PRINCESS GATE LOOP,2345,Rouge Hill Go Station Loop at Lawrence Ave East,43.780719,-79.130474,MATCHED_FACILITY,29
D AND GERRY FITZGERALD,2353,,,,NO_STREET_MATCH,29
DUFFERIN AND LANE N PE,2361,,,,NO_STREET_MATCH,29
DUFFERIN AND SYLVAN,2405,Dufferin St at Sylvan Ave North Side,43.655107,-79.433431,MATCHED_INTERSECTION,29
DUFFERIN AND HALLAM,2420,,,,NO_STREET_MATCH,29
DOVERCOURT AND DUPONT STATION,2455,Dovercourt Rd at Dupont St,43.669764,-79.432858,MATCHED_STOP_ONLY,29
INDUST AND TODD BAYLIS,2462,,,,NO_STREET_MATCH,29
DUFFERIN AND THORNBURN,2518,,,,NO_STREET_MATCH,29
DUFFERIN AND ORFUS,2521,Dufferin St at Orfus Rd,43.720389,-79.455958,MATCHED_INTERSECTION,29
DUFFERIN AND WHITMORE,2556,Dufferin St at Whitmore Ave,43.697772,-79.450959,MATCHED_INTERSECTION,29
BILLY BIS AND DUFFERIN,2586,Dufferin St at Billy Bishop Way North Side,43.730328,-79.458326,MATCHED_INTERSECTION,29
GERRY FITZGERALD AND S,2601,,,,NO_STREET_MATCH,29
DUFFERIN AND RANEE,2613,Dufferin St at Ranee Ave North Side,43.722329,-79.456447,MATCHED_INTERSECTION,29
DUFFERIN AND LAPPIN,2619,Dufferin St at Lappin Ave South Side,43.666082,-79.438076,MATCHED_INTERSECTION,29
DUFFERIN AND ROSELAWN,2628,,,,NO_STREET_MATCH,29
DUFFERIN STATION ROUTE,2633,Dufferin,43.660198,-79.435478,MATCHED_FACILITY,29
DUFFERIN STATION AND DUNDAS,2656,Dufferin St at Dundas St West,43.649459,-79.431252,MATCHED_INTERSECTION,29
PRINCE S GATE LOOP,2718,Rouge Hill Go Station Loop at Lawrence Ave East,43.780719,-79.130474,MATCHED_FACILITY,29
PRINCES GATE LOOP,2726,Rouge Hill Go Station Loop at Lawrence Ave East,43.780719,-79.130474,MATCHED_FACILITY,29
PINCES GATES,2736,,,,NO_STREET_MATCH,29
EGLINTON AND MONTCALM,2753,,,,NO_STREET_MATCH,29
MOUNT DENNIS,2767,,,,NO_STREET_MATCH,29
