location,location_id,gtfs_stop_name,stop_lat,stop_lon,match_type
BRIMLEY AND FINCH STATION,5326,Finch Ave East at Brimley Rd,43.805534,-79.277614,intersection_exact
AMIENS AND KINGSTON,5329,Kingston Rd at Galloway Rd West Side,43.761802,-79.195118,fuzzy_86
LAKESHORE AND LOGAN,5330,Commissioners St at Logan Ave,43.651835,-79.337506,fuzzy_86
BIRMINGHAM AND TWELFTH,5331,Garnett Janes Rd at Twelfth St East Side,43.601037,-79.510878,fuzzy_86
STEELES LOOP KIPLING STATION,5332,Kipling Ave at Genthorn Ave North Side,43.723684,-79.57228,fuzzy_86
DUFFERIN AND TEMPLE,5333,Dufferin St at St Clair Ave West,43.677768,-79.442907,fuzzy_86
BEDFORD AND ELM,5334,,,,unmatched
CARLINGTONQ AND DIXN,5335,,,,unmatched
FALLINGBR AND KINGSTON,5336,Kingston Rd at Fenwood Heights West Side,43.727383,-79.230088,fuzzy_86
RUNNYMEDE AND ST CLAI,5338,Runnymede Rd at St Clair Ave West,43.668822,-79.483369,intersection_exact
OV AND WILLIAM R ALLEN,5339,,,,unmatched
FINCH AND GLENSBOROUGH,5340,Finch Ave West at Grantbrook St West Side,43.776224,-79.432093,fuzzy_86
ELLESMERE AND MORNELLE,5341,Ellesmere Rd at Mornelle Crt,43.785001,-79.195193,fuzzy_95
BAYCREST AND THE WESTW,5342,The Westway at Sun Row Dr East Side,43.689215,-79.540494,fuzzy_86
SANTAMON AND ST CLAIR,5343,Main St Markham North at Springdale Ave,43.885657,-79.26252,fuzzy_86
LEASIDE PA AND OVERLEA,5344,Overlea Blvd at Millwood Rd East Side,43.702452,-79.35223,fuzzy_86
BATHURST AND LYTTON,5346,Bathurst St at Lytton Blvd,43.71038,-79.427532,intersection_exact
ELLE AND KINGSTON,5348,Kingston Rd at Ellesmere Rd,43.793758,-79.154476,fuzzy_86
JADE AND KENNEDY,5350,Kennedy Rd at Jade St,43.781686,-79.28759,intersection_exact
CORDOVA AND ISLINGTON,5351,Islington Ave at Fordwich Cres,43.727108,-79.560871,fuzzy_86
DIRECTO AND OLD WESTON,5353,Weston Rd at Fenmar Dr South Side,43.756921,-79.543747,fuzzy_86
CHINE AND KINGSTON,5354,Kingston Rd at Chine Dr,43.714299,-79.245098,intersection_exact
EGLINTON STAITON,5355,Eglinton Ave West at Martin Grove Rd East Side,43.674419,-79.562591,fuzzy_86
HWY AND VICTORIA PARK,5356,Victoria Park Station at Bus Bay 6,43.694411,-79.289249,fuzzy_88
GOSWELL AND KIPLING,5358,Kipling Ave at Goswell Rd,43.649052,-79.538342,intersection_exact
CALEDONIA AND OFUS,5359,Caledonia Rd at Rogers Rd,43.68288,-79.457837,fuzzy_86
LAWRENCE STATION W AND MARL,5364,Lawrence Ave West at Westona St East Side,43.69728,-79.526961,fuzzy_86
FLINDON AND WESTON,5365,Weston Rd at Flindon Rd,43.720773,-79.537557,intersection_exact
EGLINTON STATION EGL,5366,Eglinton Ave West at Martin Grove Rd East Side,43.674419,-79.562591,fuzzy_86
DONLANDS STATION AND PAPE,5367,Pape Ave at Lipton Ave North Side,43.679891,-79.345139,fuzzy_86
AND MORTIMER AND PAPE,5369,Pape Ave at Donlands Ave,43.696916,-79.349173,fuzzy_86
BLOOR AND PRINCE EDWAR,5370,Dundas St West at Prince Edward Dr North,43.660474,-79.510565,fuzzy_86
DAVISVILLE AND MT PLEA,5371,Davisville Ave at Bayview Ave West Side,43.702938,-79.374563,fuzzy_86
FLORENCE AND ST CLAIR,5372,Foxwell St at Bruton Rd East Side,43.670048,-79.498441,fuzzy_86
PAULS AND TRETHEWEY,5373,,,,unmatched
ATTWELL AND DISCO,5374,Disco Rd at Attwell Dr,43.701362,-79.594843,intersection_exact
MA AND THE BRIDLE WALK,5375,The Bridle Walk at Drawbridge Dr,43.897354,-79.308696,fuzzy_86
WESTON AND WILSON,5377,Weston Rd at Elsmere Ave,43.701048,-79.519092,fuzzy_86
FINCH STATION FEMALE,5381,Finch Ave West at Grantbrook St West Side,43.776224,-79.432093,fuzzy_86
MCCOWAN AND WOODSIDE,5382,McCowan Rd at Steeles Ave East North Side,43.83177,-79.2752,fuzzy_86
KENNEDY AND REIDMOUNT,5384,Kennedy Rd at Ranstone Gardens,43.742208,-79.272214,fuzzy_86
FINCH STATION E AND LAR,5385,Finch Ave East at Tollerton Ave,43.786413,-79.386577,fuzzy_86
PIONEER VILLE STATION,5386,Pioneer Village Station Bus Bay 8,43.777064,-79.50966,fuzzy_87
N AND SHORNCLIFFE,5389,Shorncliffe Ave at Lockport Ave,43.627616,-79.542736,fuzzy_86
KINGSTON AND MORNING,5391,Kingston Rd at Galloway Rd West Side,43.761802,-79.195118,fuzzy_86
BAYVIEW AND FIFESHIRE,5392,Bayview Ave at Steeles Ave East South Side,43.802654,-79.39615,fuzzy_86
BRIMLEY AND KINGSTON R,5394,Kingston Rd at Brimley Rd,43.717955,-79.240455,intersection_exact
BROADVIEW AND PETROLIA,5395,Broadview Station at Bus Bay 4,43.676772,-79.358451,fuzzy_86
BLEEKER AND WELLESLEY,5397,Parliament St at Wellesley St East North Side,43.668507,-79.369582,fuzzy_86
CARNFOR AND LAWRENCE STATION E,5398,Lawrence Ave East at Crockford Blvd,43.745931,-79.291536,fuzzy_86
CHAUKFARM AND JANE,5399,Jane St at Courage Ave South Side,43.744734,-79.514671,fuzzy_86
BERTRAND AND WARDEN STATION,5401,Warden Ave at Bertrand Ave,43.732909,-79.28951,fuzzy_95
BATHURST STATION AND SHALLMAR,5402,Bathurst St at Wilson Ave South Side,43.736782,-79.43401,fuzzy_86
STARSPRAY,5404,Starspray Loop at Lawrence Ave East,43.788634,-79.123111,fuzzy_90
ISLINGTON STATION AND WARDLAW,5405,Islington Ave at Fordwich Cres,43.727108,-79.560871,fuzzy_86
OLD FINCH AND VALLEY C,5406,Finch Ave East at Tollerton Ave,43.786413,-79.386577,fuzzy_86
QUEEN STATION EGLINTON,5407,Lansdowne Ave at Queen St West,43.640886,-79.436848,fuzzy_86
BENTON AND LAWRENCE STATION,5409,Benton Rd at Lawrence Ave West,43.709698,-79.471523,intersection_exact
WILSON STATION STATRION,5410,Wilson Ave at Billy Bishop Way,43.733156,-79.452938,fuzzy_86
COLLINSON AND WILSON,5411,Wilson Ave at Highview Ave East Side,43.723322,-79.496337,fuzzy_86
DEWSON S AND OSSINGTON,5413,Ossington Ave at Dewson St,43.65672,-79.423493,fuzzy_89
SUNSET TRAI AND WESTON,5414,Weston Rd at Fenmar Dr South Side,43.756921,-79.543747,fuzzy_86
DUPONT AND HOWLAND,5415,Dupont St at Howland Ave,43.673765,-79.411699,intersection_exact
UPPER H AND YORK MILLS,5416,York Mills Rd at Hedgewood Rd East Side,43.744875,-79.398732,fuzzy_86
DUPONT STATION AND LANDSDOWNE,5417,Lansdowne Ave at Dupont St,43.666612,-79.446297,fuzzy_76
MAXWELL AND SHEPPARD,5418,Sheppard Ave West at Maxwell St,43.754151,-79.445628,intersection_exact
EGLINTON AND JIMMY WIL,5419,Eglinton Ave West at Martin Grove Rd East Side,43.674419,-79.562591,fuzzy_86
KIPLING AND PRINCESS M,5420,Kipling Ave at Genthorn Ave North Side,43.723684,-79.57228,fuzzy_86
GRENOBLE AND VENDONE,5423,Grenoble Dr at Vendome Pl West Side,43.715557,-79.328566,fuzzy_86
CENTENIAL COLLEGE STATION,5425,Centennial College Bus Terminal,43.786406,-79.229692,fuzzy_87
CLARKHILL AND FINCH,5426,Finch Ave West at Clarkhill St,43.775305,-79.435171,intersection_exact
BAYVIEW AND WOOD,5427,Bayview Ave at Wood Ave,43.727063,-79.382049,intersection_exact
KIPLING AND NORTHCREST,5429,Kipling Ave at Northcrest Rd,43.691981,-79.557451,intersection_exact
ELLESMERE AND MORNING,5431,Ellesmere Rd at Bellamy Rd North,43.774149,-79.241959,fuzzy_86
AIRPORT AND VICTORY,5433,Airport Rd at Highway 427 Overpass West Side,43.686436,-79.602317,fuzzy_86
FI AND FINCHENE SQUARE,5434,,,,unmatched
DEAUVILLE AND GRENOBLE,5435,Spanbridge Rd at Grenoble Dr East Side,43.712821,-79.326492,fuzzy_86
HWY 27 AND VICE REGENT,5436,,,,unmatched
FINCH STATION BUS TERMINAL,5437,Finch Ave East at Tollerton Ave,43.786413,-79.386577,fuzzy_86
HUMBERLAND AND KINGSPL,5438,,,,unmatched
ISLINGTON STATION AND STEELES LOOP,5443,Steeles Ave West Loop at Islington Ave,43.764093,-79.576584,intersection_exact
TURNBURY AND YONGE,5444,Yonge St at Steeles Ave West South Side,43.79729,-79.42005,fuzzy_86
ARDAGH AND JANE,5445,Jane St at Ardagh St,43.655651,-79.486964,intersection_exact
BENTON AND COLVILLE,5446,Benton Rd at Colville Rd,43.707841,-79.470907,intersection_exact
STARVIEW AND WESTON,5449,Weston Rd at Starview Lane,43.726642,-79.535661,fuzzy_95
ELLERSLIE AND YONGE,5450,Yonge St at Ellerslie Ave,43.772295,-79.413801,intersection_exact
FURN AND VICTORIA PARK,5451,Victoria Park Station at Bus Bay 5,43.694476,-79.288705,fuzzy_88
LITTLES AND SEWELL,5452,Littles Rd at Old Finch Ave,43.820932,-79.206036,fuzzy_86
BRENYON W AND SHEPPARD,5453,350 Morningside Ave - West Hill Collegiate,43.776049,-79.189427,fuzzy_86
CARDWELL AND KENNEDY,5454,Kennedy Rd at Cardwell Ave,43.785629,-79.289243,intersection_exact
ST B AND VICTORIA PARK,5456,Victoria Park Station at Bus Bay 5,43.694476,-79.288705,fuzzy_88
PARKSIDE AND QUE,5458,,,,unmatched
BOUCHETT AND LAKESHORE,5459,Carlaw Ave at Lake Shore Blvd East,43.655953,-79.338049,fuzzy_86
INDIAN AND MERRICK,5461,,,,unmatched
WESTHUMBER ESTHER LORR,5462,Westhumber Blvd at Martin Grove Rd North Side,43.726355,-79.586705,fuzzy_86
ISLINGTON STATION EX,5465,Islington Ave at Fordwich Cres,43.727108,-79.560871,fuzzy_86
MILLWOOD AN AND OVERLEA,5466,Overlea Blvd at Millwood Rd East Side,43.702452,-79.35223,fuzzy_86
PETER KAIZER AND STEELES,5467,Jane St at Steeles Ave West South Side,43.774891,-79.521862,fuzzy_86
FINCH AND KENNETH,5468,Finch Ave East at Kenneth Ave,43.780577,-79.412214,intersection_exact
GRAND RIV AND SHEPPARD,5469,Meadowvale Loop at Sheppard Ave East,43.809148,-79.170722,fuzzy_86
KIRKHAM AND PARK,5471,Sheppard Ave East at Victoria Park Ave West Side,43.775213,-79.323709,fuzzy_86
RUNNYMEDE AND WEBB,5473,Runnymede Rd at Webb Ave,43.658554,-79.479255,intersection_exact
BYLAND AND KIPLING,5474,Kipling Ave at Genthorn Ave North Side,43.723684,-79.57228,fuzzy_86
OLD YORK MIL AND YONGE,5476,Yonge St at York Mills Rd North Side - York Mills Station,43.744863,-79.40666,fuzzy_86
RUNNYMEDE STATION LOOP,5479,Dundas St West at Runnymede Rd,43.665646,-79.481997,fuzzy_90
CLEARVIEW AND KEELE,5480,Keele St at Eglinton Ave West,43.689975,-79.474862,fuzzy_86
ARMIS AND WELLNESS WAY,5483,Wellness Way at Armistice Dr - Wellspring Centre,43.723603,-79.378616,fuzzy_86
BAYVIEW AND WELLNESS W,5484,Wellness Way at Armistice Dr - Wellspring Centre,43.723603,-79.378616,fuzzy_86
KENHAR AND WESTON,5485,Weston Rd at Kenhar Dr,43.761598,-79.544474,intersection_exact
HOPTREE,5487,,,,unmatched
MARKHAM AND PAINTED PO,5489,Main St Markham North at Springdale Ave,43.885657,-79.26252,fuzzy_86
HWY 2 AND LAWSON,5493,Lawson Rd at Roydawn Ct,43.785911,-79.157582,fuzzy_86
DUFFERIN AND FINC,5494,Dufferin St at Finch Ave West,43.768709,-79.466643,intersection_exact
CONFERENCE AND PO,5496,Port Union Rd at Conference Blvd,43.786201,-79.139536,fuzzy_86
QUEEN STATION PARK CRESCENT,5497,Wellesley St West at Queen's Park Cres East East Side,43.663633,-79.390156,fuzzy_86
MCDONNEL AND SEAFORTH,5498,Lansdowne Ave at Seaforth Ave North Side,43.643088,-79.437541,fuzzy_86
EGLINTON AND MOUNT DEN,5499,Eglinton Ave West at Russell Rd,43.681064,-79.533411,fuzzy_86
BATHURST AND CANYON,5500,Bathurst St at Wilson Ave South Side,43.736782,-79.43401,fuzzy_86
BATHURST AND MONTCLAIR,5501,Bathurst St at Wilson Ave South Side,43.736782,-79.43401,fuzzy_86
CULFORD AND WYNDALE,5502,Culford Rd at Maple Leaf Dr,43.712034,-79.48988,fuzzy_86
BATHURST AND CRANBROOK,5505,Bathurst St at Wilson Ave South Side,43.736782,-79.43401,fuzzy_86
KIMBARK AND LAWRENCE,5507,Lawrence Ave West at Kimbark Blvd,43.721572,-79.41848,intersection_exact
HUMBER COLLEGE STATION BOULEVA,5508,Humber College at Finch Ave West North Side,43.734475,-79.609669,fuzzy_86
JOHN AND RUNNYMEDE,5510,St Clair Ave West at Runnymede Rd West Side,43.66887,-79.484326,fuzzy_86
FINCH AND VIGILWOOD,5512,Finch Ave West at Grantbrook St West Side,43.776224,-79.432093,fuzzy_86
ORMONT AMD WESTON,5513,Weston Rd at Finch Ave West,43.75179,-79.542165,fuzzy_86
PORTLAND AND ROYAL YOR,5517,Royal York Rd at Darlingbrook Cres South Side,43.670934,-79.521782,fuzzy_86
EGLINTON AND MAXWELL,5519,,,,unmatched
HUNTINGWOOD CLUB AND KINGSTON,5520,Kingston Rd at Scarborough Golf Club Rd East Side,43.746198,-79.208997,fuzzy_86
ELMHURST AND FORDWICH,5521,Elmhurst Dr at Albion Rd West Side,43.725017,-79.551193,fuzzy_86
ISLINGTON AND MEADOWVA,5525,Islington Ave at The Queensway North Side,43.624047,-79.514742,fuzzy_86
JANE AND METHUEN,5526,Jane St at Courage Ave South Side,43.744734,-79.514671,fuzzy_86
GLENHOME AND ROGERS,5527,,,,unmatched
CORNATION AND WALLSEND,5528,Coronation Dr at Wallsend Dr,43.764615,-79.167327,fuzzy_86
BAYVIEW AND KILGOUR,5529,Bayview Ave at Steeles Ave East South Side,43.802654,-79.39615,fuzzy_86
LAWRENCE AND TREMONT C,5530,Lawrence Ave East at Crockford Blvd,43.745931,-79.291536,fuzzy_86
KENNEDY STATION ND RANSTONE,5533,Kennedy Rd at Ranstone Gardens,43.742208,-79.272214,fuzzy_86
CUMBERLAND AND YONGE,5535,Yonge St at Shaftesbury Ave North Side - Summerhill Station,43.68239,-79.391664,fuzzy_86
MARLEE AND RIDELLE,5536,Marlee Ave at Ridelle Ave,43.70393,-79.441849,intersection_exact
THE E MALL ANDBLOOR,5537,The Queensway at St Lawrence Ave,43.622815,-79.518873,fuzzy_WRatio_high
NEWFOUNDLA AND PRINCES,5539,,,,unmatched
MORECAMBE AND VICTORIA,5540,Victoria Park Ave at St Clair Ave East,43.708618,-79.295766,fuzzy_86
EGLONT AND MARLEE,5545,,,,unmatched
ALLNESS AND STEELES,5546,Steeles Ave East at Tarbert Rd,43.804084,-79.392106,fuzzy_86
CRANBERR AND NIGHTSTAR,5548,Nightstar Rd at Morningside Ave North Side,43.823402,-79.230475,fuzzy_86
ISLINGTON AND KINGSVI,5549,Islington Ave at Fordwich Cres,43.727108,-79.560871,fuzzy_86
CASTLETON AND HENRIETT,5550,Castleton Ave at Henrietta St,43.670487,-79.486567,fuzzy_83
AND HILLHUST,5551,,,,unmatched
COXWELL STATION AND STRATHMORE,5552,,,,unmatched
RAINLEIGH AND YONGE,5553,Yonge St at Shaftesbury Ave North Side - Summerhill Station,43.68239,-79.391664,fuzzy_86
SERVICE AND ST A,5554,Kipling Ave at St Andrews Blvd South Side,43.69826,-79.560584,fuzzy_86
BROWN S LINE AND JELLI,5555,Brown's Line at Jellicoe Ave South Side,43.596288,-79.542878,fuzzy_86
LANSDOWNE AND ST CLAI,5556,Lansdowne Ave at St Clair Ave West,43.676123,-79.450405,intersection_exact
CONNOT AND HOPEDALE,5559,O'connor Dr at Hopedale Ave,43.692948,-79.352006,global_fuzzy_76
ORMONT,5560,Weston Rd at Ormont Dr,43.764726,-79.545136,fuzzy_90
COOK AND SENTINEL,5564,Sentinel Rd at Cook Rd,43.767142,-79.501342,intersection_exact
KENMARK,5565,Kennedy Rd at Kenmark Blvd,43.730282,-79.267333,fuzzy_TokenSet_high
BAYVIEW AND BAYVIEW STATION MEW,5566,Bayview Ave at Steeles Ave East South Side,43.802654,-79.39615,fuzzy_86
EGLINTON AND WINONA,5569,Eglinton Ave West at Russell Rd,43.681064,-79.533411,fuzzy_86
LIVINGSTONE AND MARLEE,5570,Marlee Ave at Livingstone Ave,43.698896,-79.439797,intersection_exact
ELLINOR AND LAWRENCE,5572,Lawrence Ave East at Crockford Blvd,43.745931,-79.291536,fuzzy_86
DINGWAL AND PAPE,5573,Pape Ave at Donlands Ave,43.696916,-79.349173,fuzzy_86
ISLINGTON AND TORBOLTO,5575,Islington Ave at Fordwich Cres,43.727108,-79.560871,fuzzy_86
BROCKLEY AND MIDLAND,5578,Midland Ave at Brockley Dr,43.75489,-79.266179,intersection_exact
GOLFDOWN AND ISLINGTON,5581,Islington Ave at Golfdown Dr,43.720786,-79.557601,intersection_exact
GREENCEDA AND LAWRENCE,5582,Lawrence Ave East at Crockford Blvd,43.745931,-79.291536,fuzzy_86
GRANDSTAND ENTRANCE AN,5585,GO Station Entrance,43.732845,-79.262589,fuzzy_TokenSet_high
PEARSON AIRPORT TEMINAL,5586,Airport Rd at Hull St,43.70411,-79.642841,global_fuzzy_86
STARYSPRAY LOOP,5591,Starspray Loop at Lawrence Ave East,43.788634,-79.123111,fuzzy_81
MCCOWAN STATION AND NUGGET,5593,McCowan Rd at Nugget Ave,43.792208,-79.260059,fuzzy_95
SIGNAL HILL AND STEIN,5595,Signal Hill Ave at Steeles Ave West,43.752762,-79.624929,fuzzy_86
HUMBERLINE AND WOODLOT,5597,Claireville Dr (South) at Humberline Dr,43.737944,-79.618703,fuzzy_86
METROGATE AND VILLAGE,5599,Kennedy Rd at Village Green Sq,43.777387,-79.28586,fuzzy_86
BEAUMON AND ISLINGTON,5601,Islington Ave at Fordwich Cres,43.727108,-79.560871,fuzzy_86
DUFFERIN AND HWY 4,5602,Dufferin St at St Clair Ave West,43.677768,-79.442907,fuzzy_86
KEELE STATION S AND STEELES,5603,Steeles Ave West at Jane St West Side,43.775471,-79.522085,fuzzy_86
GUILDW AND KINGSTON,5604,Kingston Rd at Galloway Rd West Side,43.761802,-79.195118,fuzzy_86
5050 5068 SHEPPARD AV,5605,Sheppard Ave East at Markham Rd West Side,43.793838,-79.239638,fuzzy_86
SETTLER AND STEELES,5606,Jane St at Steeles Ave West South Side,43.774891,-79.521862,fuzzy_86
BEECHHELL AND EGLINTON,5610,Eglinton Ave East at Bellamy Rd North West Side - Eglinton G,43.740238,-79.232608,fuzzy_86
LAURA,5611,Sheppard Ave West at Laura Rd,43.73797,-79.519976,fuzzy_TokenSet_high
SENTINEL AND SHEPPARD W,5612,Sheppard Ave West at Sentinel Rd,43.743786,-79.491659,intersection_exact
SHEPPARD W AND TUSCAN,5616,Sheppard Ave West at Tuscan Gate,43.75246,-79.482684,fuzzy_95
KENNEDY AND LANDSEER,5618,Kennedy Rd at Ranstone Gardens,43.742208,-79.272214,fuzzy_86
NEWFOUNDL AND PRINCESS,5619,,,,unmatched
BAYVIEW AND TUDOR GATE,5620,Bayview Ave at Steeles Ave East South Side,43.802654,-79.39615,fuzzy_86
MCCOWAN STATION AND SIXTEETH,5621,McCowan Rd at Steeles Ave East North Side,43.83177,-79.2752,fuzzy_86
CANLISH AND LAWRENCE,5623,Lawrence Ave East at Crockford Blvd,43.745931,-79.291536,fuzzy_86
BRENYON AND SHEPPARD,5624,Meadowvale Loop at Sheppard Ave East,43.809148,-79.170722,fuzzy_86
BRIDGELAND BETWEEN C,5625,,,,unmatched
AIRPORT LOOP,5626,Claireport Cres (West) at Albion Rd,43.746846,-79.634653,fuzzy_77
LAVIN AND MARTIN GROVE,5628,Waterbury Dr at Martin Grove Rd,43.687672,-79.569349,fuzzy_86
MT DENNIS,5630,Eglinton Ave West at Mt Dennis Station,43.687716,-79.486044,fuzzy_90
QUEEN STATION QUAY AND SHERBO,5633,,,,unmatched
SHEPPARD AND WILSON STATION,5638,Sheppard Ave West at Harlock Blvd,43.753826,-79.445872,fuzzy_86
GAUDAUR AND STEELES,5639,Steeles Ave West at Gaudaur Rd,43.767589,-79.560311,intersection_exact
BROADVIEW AND WOLFE,5642,,,,unmatched
OVERLEA,5643,Overlea Blvd at Millwood Rd East Side,43.702452,-79.35223,fuzzy_90
DUNCANWOOD AND FINCH,5644,Finch Ave West at Grantbrook St West Side,43.776224,-79.432093,fuzzy_86
KIPLING AND REDCLIFF,5647,Kipling Ave at Genthorn Ave North Side,43.723684,-79.57228,fuzzy_86
ELLIS AND JANE,5648,Jane St at Courage Ave South Side,43.744734,-79.514671,fuzzy_86
BRINLOOR AND KINGSTON,5649,Kingston Rd at Brinloor Blvd,43.74133,-79.214529,intersection_exact
EGLINTON AND MARTIN GROVE,5650,Eglinton Ave West at Martin Grove Rd,43.674662,-79.562929,intersection_exact
FINCH AND HWY 404,5652,Finch Ave West at Grantbrook St West Side,43.776224,-79.432093,fuzzy_86
MANSTO AND QUEEN,5655,North Queen St at Nova Rd,43.616293,-79.557141,fuzzy_86
ATRIUM AND SHEPPARD,5656,Meadowvale Loop at Sheppard Ave East,43.809148,-79.170722,fuzzy_86
SWAN AND VICTORIA PARK,5659,Victoria Park Station at Bus Bay 5,43.694476,-79.288705,fuzzy_88
ELLESMERE AND WYE VALLE,5661,Ellesmere Rd at Military Trail (West),43.779894,-79.217004,fuzzy_86
HAVENVIEW AND SHEPPARD,5662,Sheppard Ave East at Havenview Rd,43.791493,-79.249464,intersection_exact
BATHURST AND CHARLESWO,5664,Bathurst St at Wilson Ave South Side,43.736782,-79.43401,fuzzy_86
LAWRENCE AND LORINDALE,5665,Lawrence Ave West at Lorindale Ave,43.724924,-79.403462,intersection_exact
TODD BAY STATION AND TRETHEWEY,5666,,,,unmatched
MILITARY TR AND PAN AM,5668,Military Trail at Pan Am Dr,43.787767,-79.190398,fuzzy_87
MARKHAM AND NEW DELHI,5670,Markham Rd at New Delhi Dr,43.847625,-79.253436,intersection_exact
FORDOV AND MORNINGSIDE,5672,Morningside Ave at Sewells Rd North Side,43.816633,-79.21143,fuzzy_86
MARKHAM AND PANDORA,5673,Markham Rd at Pandora Cir,43.769473,-79.229188,fuzzy_95
EGL AND MOUNT PLEASANT,5674,Eglinton Ave East at Mount Pleasant Rd,43.708284,-79.390426,fuzzy_86
LAWRENCE AND RUSHLEY,5675,Lawrence Ave East at Crockford Blvd,43.745931,-79.291536,fuzzy_86
CONC AND CONCORD PLACE,5676,,,,unmatched
HWY 40 AND MORNINGSIDE,5677,Morningside Ave at Sewells Rd North Side,43.816633,-79.21143,fuzzy_86
MIDLAND AND WEYBRIGHT,5680,St Clair Ave East at Midland Ave,43.71894,-79.251064,fuzzy_86
AMAZON CENTRE,5681,Morningside Ave at Passmore Ave - Amazon Fulfillment Centre,43.835793,-79.242093,fuzzy_86
AIRPORT AND MORNING,5682,Airport Rd at Highway 427 Overpass West Side,43.686436,-79.602317,fuzzy_86
FINCH STATION LRT STOP BY STEV,5685,Finch Ave West at Grantbrook St West Side,43.776224,-79.432093,fuzzy_86
BELL RO AND ROYAL YORK,5686,Royal York Rd at Darlingbrook Cres South Side,43.670934,-79.521782,fuzzy_86
BATHURST AND MCALLISTE,5690,Bathurst St at Wilson Ave South Side,43.736782,-79.43401,fuzzy_86
BRECKON G AND SHEPPARD,5693,Meadowvale Loop at Sheppard Ave East,43.809148,-79.170722,fuzzy_86
BRYANT AND SHEPPARD,5697,Sheppard Ave West at Harlock Blvd,43.753826,-79.445872,fuzzy_86
DON MILLS AND FRESH ME,5699,Don Mills Rd at Esterbrooke Ave,43.779239,-79.348996,fuzzy_86
KING STATION AND SUDBURY,5701,King St West at Sudbury St,43.640853,-79.417479,intersection_exact
FREELA AND QUEEN STATION QUAY,5703,,,,unmatched
BIRCHMOUNT AND EXFORD,5704,Birchmount Rd at Exford Dr,43.755068,-79.288083,intersection_exact
COLBALT AND JANE,5707,Jane St at Courage Ave South Side,43.744734,-79.514671,fuzzy_86
E WALK AND SHEPPARD,5709,Neilson Rd at Sheppard Ave East,43.798278,-79.217892,fuzzy_86
FINCH STATION WESTON,5710,Finch Ave West at Grantbrook St West Side,43.776224,-79.432093,fuzzy_86
FINCH AND WINLOCK,5711,Finch Ave West at Grantbrook St West Side,43.776224,-79.432093,fuzzy_86
OF T LOOP,5713,,,,unmatched
STEELES AND TORRESDALE,5716,Steeles Ave West at Torresdale Ave,43.790688,-79.453166,intersection_exact
ELM AND LAWRENCE,5718,Lawrence Ave West at Westona St East Side,43.69728,-79.526961,fuzzy_86
QUEEN STATION PARK AND ST JOS,5719,Parliament St at Wellesley St East North Side,43.668507,-79.369582,fuzzy_86
CONLEY AND STEELES,5721,Steeles Ave West at Conley St,43.788864,-79.462964,intersection_exact
KENNEDY AND NORCAP,5722,Kennedy Rd at Norcap Ave,43.797157,-79.294171,intersection_exact
BAY STATION AND SHEPPARD E,5723,Meadowvale Loop at Sheppard Ave East,43.809148,-79.170722,fuzzy_86
EXIT RAMP AND WESTON,5726,Lawrence Ave West at Ralph St - Weston GO Station,43.701092,-79.511712,fuzzy_86
EVANS AND THE W MAL,5728,West Mall Cres at Dundas St West South Side,43.626881,-79.562105,fuzzy_86
BEECHGR AND CORONATION,5729,Beechgrove Dr at Coronation Dr,43.766925,-79.158407,fuzzy_82
BENTON,5730,Benton Rd at Lawrence Ave West,43.709698,-79.471523,fuzzy_90
HWY 7 AND MARKHAM,5732,Markham Rd at Highway 7,43.874233,-79.260028,intersection_exact
LINKWOOD AND ST DENNI,5734,Eglinton Ave East at Leslie St,43.716868,-79.350353,fuzzy_86
ELLESE AND MORNINGSIDE,5735,Morningside Ave at Sewells Rd North Side,43.816633,-79.21143,fuzzy_86
RYLANDER AND SHEPPARD,5736,Sheppard Ave West at Harlock Blvd,43.753826,-79.445872,fuzzy_86
KINGSTON AND NEILSON,5737,Kingston Rd at Neilson Ave,43.72337,-79.234227,intersection_exact
BEVERLY AND WILSON,5739,Wilson Ave at Dufferin St,43.731854,-79.459521,fuzzy_86
WILSON STATIONS,5741,Wilson Ave at Billy Bishop Way,43.733156,-79.452938,fuzzy_79
FELBRIGG AND YONGE BLV,5742,Yonge St at Shaftesbury Ave North Side - Summerhill Station,43.68239,-79.391664,fuzzy_86
KING AND SUMACH,5745,King St East at Sumach St,43.655658,-79.358336,intersection_exact
YONGE AND YORKVILLE AV,5746,Yonge St at Steeles Ave West South Side,43.79729,-79.42005,fuzzy_86
WARDEN STATION BUS BAY STATION,5749,Warden Station at Temporary Bus Bay 7,43.710687,-79.280392,fuzzy_90
YORK MILLS STATION TO,5750,York Mills Station at Bus Bay 2,43.745136,-79.406134,fuzzy_86
KEELE AND RUSTIC SOUT,5751,Keele St at Rogers Rd North Side,43.682632,-79.471716,fuzzy_86
ALNESS AND FINCH STATION,5753,Finch Ave West at Alness St,43.768021,-79.471197,intersection_exact
GENERAL DELAY,5754,,,,unmatched
GLENVALLEY AND WESTON,5755,Weston Rd at Gunns Rd South Side,43.675541,-79.470205,fuzzy_86
FINCH AND,5756,Finch Ave West at Grantbrook St West Side,43.776224,-79.432093,fuzzy_90
WILSON STATION KING STATION,5757,Wilson Ave at Billy Bishop Way,43.733156,-79.452938,fuzzy_86
BROWN S LINE AND DOVER,5758,Brown's Line at Jellicoe Ave South Side,43.596288,-79.542878,fuzzy_86
